row_id,drink,date_modified,id_drink,alcoholic,category,drink_thumb,glass,iba,video,ingredient_number,ingredient,measure
0,'57 Chevy with a White License Plate,7/18/16 22:49,14029,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/qyyvtu1468878544.jpg,Highball glass,NA,NA,1,Creme de Cacao,1 oz white
0,'57 Chevy with a White License Plate,7/18/16 22:49,14029,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/qyyvtu1468878544.jpg,Highball glass,NA,NA,2,Vodka,1 oz
1,1-900-FUK-MEUP,7/18/16 22:27,15395,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/uxywyw1468877224.jpg,Old-fashioned glass,NA,NA,1,Absolut Kurant,1/2 oz
1,1-900-FUK-MEUP,7/18/16 22:27,15395,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/uxywyw1468877224.jpg,Old-fashioned glass,NA,NA,2,Grand Marnier,1/4 oz
1,1-900-FUK-MEUP,7/18/16 22:27,15395,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/uxywyw1468877224.jpg,Old-fashioned glass,NA,NA,3,Chambord raspberry liqueur,1/4 oz
1,1-900-FUK-MEUP,7/18/16 22:27,15395,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/uxywyw1468877224.jpg,Old-fashioned glass,NA,NA,4,Midori melon liqueur,1/4 oz
1,1-900-FUK-MEUP,7/18/16 22:27,15395,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/uxywyw1468877224.jpg,Old-fashioned glass,NA,NA,5,Malibu rum,1/4 oz
1,1-900-FUK-MEUP,7/18/16 22:27,15395,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/uxywyw1468877224.jpg,Old-fashioned glass,NA,NA,6,Amaretto,1/4 oz
1,1-900-FUK-MEUP,7/18/16 22:27,15395,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/uxywyw1468877224.jpg,Old-fashioned glass,NA,NA,7,Cranberry juice,1/2 oz
1,1-900-FUK-MEUP,7/18/16 22:27,15395,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/uxywyw1468877224.jpg,Old-fashioned glass,NA,NA,8,Pineapple juice,1/4 oz
2,110 in the shade,2/3/16 14:51,15423,Alcoholic,Beer,http://www.thecocktaildb.com/images/media/drink/xxyywq1454511117.jpg,Beer Glass,NA,NA,1,Lager,16 oz
2,110 in the shade,2/3/16 14:51,15423,Alcoholic,Beer,http://www.thecocktaildb.com/images/media/drink/xxyywq1454511117.jpg,Beer Glass,NA,NA,2,Tequila,1.5 oz
3,151 Florida Bushwacker,7/18/16 22:28,14588,Alcoholic,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/rvwrvv1468877323.jpg,Beer mug,NA,NA,1,Malibu rum,1/2 oz
3,151 Florida Bushwacker,7/18/16 22:28,14588,Alcoholic,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/rvwrvv1468877323.jpg,Beer mug,NA,NA,2,Light rum,1/2 oz
3,151 Florida Bushwacker,7/18/16 22:28,14588,Alcoholic,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/rvwrvv1468877323.jpg,Beer mug,NA,NA,3,151 proof rum,1/2 oz Bacardi
3,151 Florida Bushwacker,7/18/16 22:28,14588,Alcoholic,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/rvwrvv1468877323.jpg,Beer mug,NA,NA,4,Dark Creme de Cacao,1 oz
3,151 Florida Bushwacker,7/18/16 22:28,14588,Alcoholic,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/rvwrvv1468877323.jpg,Beer mug,NA,NA,5,Cointreau,1 oz
3,151 Florida Bushwacker,7/18/16 22:28,14588,Alcoholic,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/rvwrvv1468877323.jpg,Beer mug,NA,NA,6,Milk,3 oz
3,151 Florida Bushwacker,7/18/16 22:28,14588,Alcoholic,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/rvwrvv1468877323.jpg,Beer mug,NA,NA,7,Coconut liqueur,1 oz
3,151 Florida Bushwacker,7/18/16 22:28,14588,Alcoholic,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/rvwrvv1468877323.jpg,Beer mug,NA,NA,8,Vanilla ice-cream,1 cup
4,155 Belmont,10/5/16 12:36,15346,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/yqvvqs1475667388.jpg,White wine glass,NA,NA,1,Dark rum,1 shot
4,155 Belmont,10/5/16 12:36,15346,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/yqvvqs1475667388.jpg,White wine glass,NA,NA,2,Light rum,2 shots
4,155 Belmont,10/5/16 12:36,15346,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/yqvvqs1475667388.jpg,White wine glass,NA,NA,3,Vodka,1 shot
4,155 Belmont,10/5/16 12:36,15346,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/yqvvqs1475667388.jpg,White wine glass,NA,NA,4,Orange juice,1 shot
5,24k nightmare,7/18/16 22:31,17060,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/yyrwty1468877498.jpg,Shot glass,NA,NA,1,Goldschlager,1/2 oz
5,24k nightmare,7/18/16 22:31,17060,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/yyrwty1468877498.jpg,Shot glass,NA,NA,2,Jägermeister,1/2 oz
5,24k nightmare,7/18/16 22:31,17060,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/yyrwty1468877498.jpg,Shot glass,NA,NA,3,Rumple Minze,1/2 oz
5,24k nightmare,7/18/16 22:31,17060,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/yyrwty1468877498.jpg,Shot glass,NA,NA,4,151 proof rum,1/2 oz Bacardi
6,252,7/18/16 22:32,15288,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/rtpxqw1468877562.jpg,Shot glass,NA,NA,1,151 proof rum,1/2 shot Bacardi
6,252,7/18/16 22:32,15288,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/rtpxqw1468877562.jpg,Shot glass,NA,NA,2,Wild Turkey,1/2 shot
7,3 Wise Men,7/18/16 22:34,13899,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/wxqpyw1468877677.jpg,Collins glass,NA,NA,1,Jack Daniels,1/3 oz
7,3 Wise Men,7/18/16 22:34,13899,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/wxqpyw1468877677.jpg,Collins glass,NA,NA,2,Johnnie Walker,1/3 oz
7,3 Wise Men,7/18/16 22:34,13899,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/wxqpyw1468877677.jpg,Collins glass,NA,NA,3,Jim Beam,1/3 oz
8,3-Mile Long Island Iced Tea,8/31/16 19:42,15300,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/rrtssw1472668972.jpg,Collins Glass,NA,NA,1,Gin,1/2 oz
8,3-Mile Long Island Iced Tea,8/31/16 19:42,15300,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/rrtssw1472668972.jpg,Collins Glass,NA,NA,2,Light rum,1/2 oz
8,3-Mile Long Island Iced Tea,8/31/16 19:42,15300,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/rrtssw1472668972.jpg,Collins Glass,NA,NA,3,Tequila,1/2 oz
8,3-Mile Long Island Iced Tea,8/31/16 19:42,15300,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/rrtssw1472668972.jpg,Collins Glass,NA,NA,4,Triple sec,1/2 oz
8,3-Mile Long Island Iced Tea,8/31/16 19:42,15300,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/rrtssw1472668972.jpg,Collins Glass,NA,NA,5,Vodka,1/2 oz
8,3-Mile Long Island Iced Tea,8/31/16 19:42,15300,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/rrtssw1472668972.jpg,Collins Glass,NA,NA,6,Coca-Cola,"
"
8,3-Mile Long Island Iced Tea,8/31/16 19:42,15300,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/rrtssw1472668972.jpg,Collins Glass,NA,NA,7,Sweet and sour,1-2 dash
8,3-Mile Long Island Iced Tea,8/31/16 19:42,15300,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/rrtssw1472668972.jpg,Collins Glass,NA,NA,8,Bitters,1 wedge
9,410 Gone,8/31/16 19:43,13581,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xtuyqv1472669026.jpg,Collins Glass,NA,NA,1,Peach Vodka,2-3 oz
10,50/50,4/29/16 9:41,14598,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/wwpyvr1461919316.jpg,Collins Glass,NA,NA,1,Vanilla vodka,2 1/2 oz
10,50/50,4/29/16 9:41,14598,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/wwpyvr1461919316.jpg,Collins Glass,NA,NA,2,Grand Marnier,1 splash
10,50/50,4/29/16 9:41,14598,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/wwpyvr1461919316.jpg,Collins Glass,NA,NA,3,Orange juice,Fill with
11,501 Blue,4/28/16 19:11,17105,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ywxwqs1461867097.jpg,Collins Glass,NA,NA,1,Blue Curacao,"
"
11,501 Blue,4/28/16 19:11,17105,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ywxwqs1461867097.jpg,Collins Glass,NA,NA,2,Blueberry schnapps,"
"
11,501 Blue,4/28/16 19:11,17105,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ywxwqs1461867097.jpg,Collins Glass,NA,NA,3,Vodka,"
"
11,501 Blue,4/28/16 19:11,17105,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ywxwqs1461867097.jpg,Collins Glass,NA,NA,4,Sour mix,"
"
11,501 Blue,4/28/16 19:11,17105,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ywxwqs1461867097.jpg,Collins Glass,NA,NA,5,7-Up,"
"
12,69 Special,8/31/16 19:44,13940,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vqyxqx1472669095.jpg,Collins Glass,NA,NA,1,Gin,2 oz dry
12,69 Special,8/31/16 19:44,13940,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vqyxqx1472669095.jpg,Collins Glass,NA,NA,2,7-Up,4 oz
12,69 Special,8/31/16 19:44,13940,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vqyxqx1472669095.jpg,Collins Glass,NA,NA,3,Lemon juice,0.75 oz
13,747,8/31/16 19:28,14229,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/xxsxqy1472668106.jpg,Shot glass,NA,NA,1,Kahlua,1/3 part
13,747,8/31/16 19:28,14229,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/xxsxqy1472668106.jpg,Shot glass,NA,NA,2,Bailey's irish cream,1/3 part
13,747,8/31/16 19:28,14229,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/xxsxqy1472668106.jpg,Shot glass,NA,NA,3,Frangelico,1/3 part
14,9 1/2 Weeks,8/31/16 19:48,16108,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/xvwusr1472669302.jpg,Cocktail glass,NA,NA,1,Absolut Citron,2 oz
14,9 1/2 Weeks,8/31/16 19:48,16108,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/xvwusr1472669302.jpg,Cocktail glass,NA,NA,2,Orange Curacao,1/2 oz
14,9 1/2 Weeks,8/31/16 19:48,16108,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/xvwusr1472669302.jpg,Cocktail glass,NA,NA,3,Strawberry liqueur,1 splash
14,9 1/2 Weeks,8/31/16 19:48,16108,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/xvwusr1472669302.jpg,Cocktail glass,NA,NA,4,Orange juice,1 oz
15,A Day at the Beach,2/3/16 15:47,15200,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/trptts1454514474.jpg,Highball glass,NA,NA,1,Coconut rum,1 oz
15,A Day at the Beach,2/3/16 15:47,15200,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/trptts1454514474.jpg,Highball glass,NA,NA,2,Amaretto,1/2 oz
15,A Day at the Beach,2/3/16 15:47,15200,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/trptts1454514474.jpg,Highball glass,NA,NA,3,Orange juice,4 oz
15,A Day at the Beach,2/3/16 15:47,15200,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/trptts1454514474.jpg,Highball glass,NA,NA,4,Grenadine,1/2 oz
16,A Furlong Too Late,8/31/16 19:46,11000,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ssxvww1472669166.jpg,Highball glass,NA,NA,1,Light rum,2 oz
16,A Furlong Too Late,8/31/16 19:46,11000,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ssxvww1472669166.jpg,Highball glass,NA,NA,2,Ginger beer,4 oz
16,A Furlong Too Late,8/31/16 19:46,11000,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ssxvww1472669166.jpg,Highball glass,NA,NA,3,Lemon peel,1 twist of
17,A Gilligan's Island,4/28/16 19:12,16943,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/wysqut1461867176.jpg,Collins glass,NA,NA,1,Vodka,1 oz
17,A Gilligan's Island,4/28/16 19:12,16943,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/wysqut1461867176.jpg,Collins glass,NA,NA,2,Peach schnapps,1 oz
17,A Gilligan's Island,4/28/16 19:12,16943,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/wysqut1461867176.jpg,Collins glass,NA,NA,3,Orange juice,3 oz
17,A Gilligan's Island,4/28/16 19:12,16943,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/wysqut1461867176.jpg,Collins glass,NA,NA,4,Cranberry juice,3 oz
18,A Night In Old Mandalay,4/29/16 9:43,11001,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vyrvxt1461919380.jpg,Highball glass,NA,NA,1,Light rum,1 oz
18,A Night In Old Mandalay,4/29/16 9:43,11001,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vyrvxt1461919380.jpg,Highball glass,NA,NA,2,Añejo rum,1 oz
18,A Night In Old Mandalay,4/29/16 9:43,11001,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vyrvxt1461919380.jpg,Highball glass,NA,NA,3,Orange juice,1 oz
18,A Night In Old Mandalay,4/29/16 9:43,11001,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vyrvxt1461919380.jpg,Highball glass,NA,NA,4,Lemon juice,1/2 oz
18,A Night In Old Mandalay,4/29/16 9:43,11001,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vyrvxt1461919380.jpg,Highball glass,NA,NA,5,Ginger ale,3 oz
18,A Night In Old Mandalay,4/29/16 9:43,11001,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vyrvxt1461919380.jpg,Highball glass,NA,NA,6,Lemon peel,1 twist of
19,A Piece of Ass,9/1/16 9:48,16405,Alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/tqxyxx1472719737.jpg,Highball glass,NA,NA,1,Amaretto,1 shot
19,A Piece of Ass,9/1/16 9:48,16405,Alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/tqxyxx1472719737.jpg,Highball glass,NA,NA,2,Southern Comfort,1 shot
19,A Piece of Ass,9/1/16 9:48,16405,Alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/tqxyxx1472719737.jpg,Highball glass,NA,NA,3,Ice,"cubes
"
19,A Piece of Ass,9/1/16 9:48,16405,Alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/tqxyxx1472719737.jpg,Highball glass,NA,NA,4,Sour mix,"
"
20,A Splash of Nash,8/31/16 19:30,14564,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/rsvtrr1472668201.jpg,Highball glass,NA,NA,1,Cranberry juice,2 oz
20,A Splash of Nash,8/31/16 19:30,14564,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/rsvtrr1472668201.jpg,Highball glass,NA,NA,2,Soda water,2 oz
20,A Splash of Nash,8/31/16 19:30,14564,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/rsvtrr1472668201.jpg,Highball glass,NA,NA,3,Midori melon liqueur,0.5 oz
20,A Splash of Nash,8/31/16 19:30,14564,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/rsvtrr1472668201.jpg,Highball glass,NA,NA,4,Creme de Banane,0.5 oz
21,A True Amaretto Sour,8/31/16 19:49,17005,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/rptuxy1472669372.jpg,Old-fashioned glass,NA,NA,1,Amaretto,1 jigger
21,A True Amaretto Sour,8/31/16 19:49,17005,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/rptuxy1472669372.jpg,Old-fashioned glass,NA,NA,2,Lemon,Juice of 1/2
21,A True Amaretto Sour,8/31/16 19:49,17005,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/rptuxy1472669372.jpg,Old-fashioned glass,NA,NA,3,Ice,"
"
22,A midsummernight dream,4/28/16 19:14,15675,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ysqvqp1461867292.jpg,Collins Glass,NA,NA,1,Vodka,2 oz
22,A midsummernight dream,4/28/16 19:14,15675,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ysqvqp1461867292.jpg,Collins Glass,NA,NA,2,Kirschwasser,1 oz
22,A midsummernight dream,4/28/16 19:14,15675,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ysqvqp1461867292.jpg,Collins Glass,NA,NA,3,Strawberry liqueur,1 tsp
22,A midsummernight dream,4/28/16 19:14,15675,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ysqvqp1461867292.jpg,Collins Glass,NA,NA,4,Strawberries,5
22,A midsummernight dream,4/28/16 19:14,15675,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ysqvqp1461867292.jpg,Collins Glass,NA,NA,5,Schweppes Russchian,"
"
23,A. J.,9/2/16 11:16,11002,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/uryyrr1472811418.jpg,Cocktail glass,NA,NA,1,Applejack,1 1/2 oz
23,A. J.,9/2/16 11:16,11002,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/uryyrr1472811418.jpg,Cocktail glass,NA,NA,2,Grapefruit juice,1 oz
24,A.D.M. (After Dinner Mint),8/31/16 19:53,14560,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/ruxuvp1472669600.jpg,Irish coffee cup,NA,NA,1,White Creme de Menthe,1/2 oz
24,A.D.M. (After Dinner Mint),8/31/16 19:53,14560,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/ruxuvp1472669600.jpg,Irish coffee cup,NA,NA,2,Southern Comfort,3/4 oz
24,A.D.M. (After Dinner Mint),8/31/16 19:53,14560,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/ruxuvp1472669600.jpg,Irish coffee cup,NA,NA,3,Vodka,1/2 oz
24,A.D.M. (After Dinner Mint),8/31/16 19:53,14560,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/ruxuvp1472669600.jpg,Irish coffee cup,NA,NA,4,Hot chocolate,Fill with
25,A1,9/7/17 21:42,17222,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/2x8thr1504816928.jpg,Cocktail glass,NA,NA,1,Gin,1 3/4 shot
25,A1,9/7/17 21:42,17222,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/2x8thr1504816928.jpg,Cocktail glass,NA,NA,2,Grand Marnier,1 Shot
25,A1,9/7/17 21:42,17222,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/2x8thr1504816928.jpg,Cocktail glass,NA,NA,3,Lemon Juice,1/4 Shot
25,A1,9/7/17 21:42,17222,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/2x8thr1504816928.jpg,Cocktail glass,NA,NA,4,Grenadine,1/8 Shot
26,ABC,8/31/16 19:32,13501,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/tqpvqp1472668328.jpg,Shot glass,NA,NA,1,Amaretto,3-Jan
26,ABC,8/31/16 19:32,13501,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/tqpvqp1472668328.jpg,Shot glass,NA,NA,2,Bailey's irish cream,3-Jan
26,ABC,8/31/16 19:32,13501,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/tqpvqp1472668328.jpg,Shot glass,NA,NA,3,Cognac,3-Jan
27,ACID,11/15/16 11:28,14610,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/xuxpxt1479209317.jpg,Shot glass,NA,NA,1,151 proof rum,1 oz Bacardi
27,ACID,11/15/16 11:28,14610,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/xuxpxt1479209317.jpg,Shot glass,NA,NA,2,Wild Turkey,1 oz
28,AT&T,4/24/17 22:00,13938,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/rhhwmp1493067619.jpg,Highball Glass,NA,NA,1,Absolut Vodka,1 oz
28,AT&T,4/24/17 22:00,13938,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/rhhwmp1493067619.jpg,Highball Glass,NA,NA,2,Gin,1 oz
28,AT&T,4/24/17 22:00,13938,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/rhhwmp1493067619.jpg,Highball Glass,NA,NA,3,Tonic water,4 oz
29,Abbey Cocktail,9/2/16 11:19,11003,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/quyyuw1472811568.jpg,Cocktail glass,NA,NA,1,Gin,1 1/2 oz
29,Abbey Cocktail,9/2/16 11:19,11003,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/quyyuw1472811568.jpg,Cocktail glass,NA,NA,2,Orange bitters,1 dash
29,Abbey Cocktail,9/2/16 11:19,11003,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/quyyuw1472811568.jpg,Cocktail glass,NA,NA,3,Orange,Juice of 1/4
29,Abbey Cocktail,9/2/16 11:19,11003,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/quyyuw1472811568.jpg,Cocktail glass,NA,NA,4,Cherry,1
30,Abbey Martini,9/7/17 21:50,17223,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/2mcozt1504817403.jpg,Cocktail glass,NA,NA,1,Gin,2 shots
30,Abbey Martini,9/7/17 21:50,17223,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/2mcozt1504817403.jpg,Cocktail glass,NA,NA,2,Sweet Vermouth,1 shot
30,Abbey Martini,9/7/17 21:50,17223,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/2mcozt1504817403.jpg,Cocktail glass,NA,NA,3,Orange Juice,1 shot
30,Abbey Martini,9/7/17 21:50,17223,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/2mcozt1504817403.jpg,Cocktail glass,NA,NA,4,Angostura Bitters,3 dashes
31,Abilene,4/29/16 9:44,11004,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ysqwwt1461919465.jpg,Highball glass,NA,NA,1,Dark rum,1 1/2 oz
31,Abilene,4/29/16 9:44,11004,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ysqwwt1461919465.jpg,Highball glass,NA,NA,2,Peach nectar,2 oz
31,Abilene,4/29/16 9:44,11004,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ysqwwt1461919465.jpg,Highball glass,NA,NA,3,Orange juice,3 oz
32,Absinthe #2,8/31/16 19:13,12790,Alcoholic,Homemade Liqueur,http://www.thecocktaildb.com/images/media/drink/uxxtrt1472667197.jpg,Jar,NA,NA,1,Vodka,1 bottle
32,Absinthe #2,8/31/16 19:13,12790,Alcoholic,Homemade Liqueur,http://www.thecocktaildb.com/images/media/drink/uxxtrt1472667197.jpg,Jar,NA,NA,2,Sugar,50 gr
32,Absinthe #2,8/31/16 19:13,12790,Alcoholic,Homemade Liqueur,http://www.thecocktaildb.com/images/media/drink/uxxtrt1472667197.jpg,Jar,NA,NA,3,Anise,50 ml pure
32,Absinthe #2,8/31/16 19:13,12790,Alcoholic,Homemade Liqueur,http://www.thecocktaildb.com/images/media/drink/uxxtrt1472667197.jpg,Jar,NA,NA,4,Licorice root,1 tblsp
32,Absinthe #2,8/31/16 19:13,12790,Alcoholic,Homemade Liqueur,http://www.thecocktaildb.com/images/media/drink/uxxtrt1472667197.jpg,Jar,NA,NA,5,Wormwood,1
33,Absolut Evergreen,9/2/16 11:36,14374,Alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/wrxrxp1472812609.jpg,Collins Glass,NA,NA,1,Absolut Citron,2/3 part
33,Absolut Evergreen,9/2/16 11:36,14374,Alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/wrxrxp1472812609.jpg,Collins Glass,NA,NA,2,Pisang Ambon,1/3 part
33,Absolut Evergreen,9/2/16 11:36,14374,Alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/wrxrxp1472812609.jpg,Collins Glass,NA,NA,3,Ice,"cubes
"
33,Absolut Evergreen,9/2/16 11:36,14374,Alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/wrxrxp1472812609.jpg,Collins Glass,NA,NA,4,Bitter lemon,"
"
34,Absolut Sex,8/31/16 19:33,14360,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/xtrvtx1472668436.jpg,Old-fashioned glass,NA,NA,1,Absolut Kurant,3/4 oz
34,Absolut Sex,8/31/16 19:33,14360,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/xtrvtx1472668436.jpg,Old-fashioned glass,NA,NA,2,Midori melon liqueur,3/4 oz
34,Absolut Sex,8/31/16 19:33,14360,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/xtrvtx1472668436.jpg,Old-fashioned glass,NA,NA,3,Cranberry juice,1 oz
34,Absolut Sex,8/31/16 19:33,14360,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/xtrvtx1472668436.jpg,Old-fashioned glass,NA,NA,4,Sprite,1 splash
35,Absolut Stress #2,9/2/16 11:23,15597,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xuyqrw1472811825.jpg,Collins Glass,NA,NA,1,Absolut Vodka,1 1/2 oz
35,Absolut Stress #2,9/2/16 11:23,15597,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xuyqrw1472811825.jpg,Collins Glass,NA,NA,2,Peach schnapps,1/2 oz
