row_id,drink,date_modified,id_drink,alcoholic,category,drink_thumb,glass,iba,video,ingredient_number,ingredient,measure
416,Pysch Vitamin Light,9/6/15 16:33,15092,Non alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xsqsxw1441553580.jpg,Collins Glass,NA,NA,4,Ice,"
"
417,Quaker's Cocktail,11/12/16 14:51,11983,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/yrqppx1478962314.jpg,Cocktail glass,NA,NA,1,Light rum,3/4 oz
417,Quaker's Cocktail,11/12/16 14:51,11983,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/yrqppx1478962314.jpg,Cocktail glass,NA,NA,2,Brandy,3/4 oz
417,Quaker's Cocktail,11/12/16 14:51,11983,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/yrqppx1478962314.jpg,Cocktail glass,NA,NA,3,Lemon,Juice of 1/4
417,Quaker's Cocktail,11/12/16 14:51,11983,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/yrqppx1478962314.jpg,Cocktail glass,NA,NA,4,Raspberry syrup,2 tsp
418,Quarter Deck Cocktail,11/12/16 15:03,11985,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qrwvps1478963017.jpg,Cocktail glass,NA,NA,1,Light rum,1 1/2
418,Quarter Deck Cocktail,11/12/16 15:03,11985,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qrwvps1478963017.jpg,Cocktail glass,NA,NA,2,Sherry,1/3 oz cream
418,Quarter Deck Cocktail,11/12/16 15:03,11985,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qrwvps1478963017.jpg,Cocktail glass,NA,NA,3,Lime,Juice of 1/2
419,Queen Bee,11/12/16 15:06,11987,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/rvvpxu1478963194.jpg,Cocktail glass,NA,NA,1,Coffee brandy,1 oz
419,Queen Bee,11/12/16 15:06,11987,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/rvvpxu1478963194.jpg,Cocktail glass,NA,NA,2,Lime vodka,1 1/2 oz
419,Queen Bee,11/12/16 15:06,11987,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/rvvpxu1478963194.jpg,Cocktail glass,NA,NA,3,Sherry,1/2 oz cream
420,Queen Charlotte,11/12/16 15:07,11989,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vqruyt1478963249.jpg,Collins glass,NA,NA,1,Red wine,2 oz
420,Queen Charlotte,11/12/16 15:07,11989,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vqruyt1478963249.jpg,Collins glass,NA,NA,2,Grenadine,1 oz
420,Queen Charlotte,11/12/16 15:07,11989,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vqruyt1478963249.jpg,Collins glass,NA,NA,3,Lemon-lime soda,"
"
421,Queen Elizabeth,11/12/16 15:08,11991,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vpqspv1478963339.jpg,Cocktail glass,NA,NA,1,Dry Vermouth,1/2 oz
421,Queen Elizabeth,11/12/16 15:08,11991,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vpqspv1478963339.jpg,Cocktail glass,NA,NA,2,Gin,1 1/2 oz
421,Queen Elizabeth,11/12/16 15:08,11991,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vpqspv1478963339.jpg,Cocktail glass,NA,NA,3,Benedictine,1 1/2 tsp
422,Quentin,11/12/16 15:09,11993,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/spxtqp1478963398.jpg,Cocktail glass,NA,NA,1,Dark rum,1 1/2 oz
422,Quentin,11/12/16 15:09,11993,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/spxtqp1478963398.jpg,Cocktail glass,NA,NA,2,Kahlua,1/2 oz
422,Quentin,11/12/16 15:09,11993,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/spxtqp1478963398.jpg,Cocktail glass,NA,NA,3,Light cream,1 oz
422,Quentin,11/12/16 15:09,11993,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/spxtqp1478963398.jpg,Cocktail glass,NA,NA,4,Nutmeg,1/8 tsp grated
